title,revenue,budget,roi,main_genre,release_year,runtime,vote_average
Joe's Apartment,4619014,13000000,-0.6446912307692307,Comedy,1996,78,5.5
Aftershock,58510,2000000,-0.970745,Horror,2012,89,5.108
Surveillance,1138322,3500000,-0.6747651428571428,Horror,2008,97,5.955
Postal,146741,15000000,-0.9902172666666667,Action,2007,102,4.572
Bordertown,8329799,21000000,-0.6033429047619048,Crime,2007,112,6.339
Mutiny on the Bounty,4460000,1950000,1.2871794871794873,Adventure,1935,132,7.336
The Gilded Cage,11311521,7000000,0.6159315714285715,Comedy,2013,90,6.755
MirrorMask,973613,4000000,-0.75659675,Fantasy,2005,101,6.462
Manderlay,674918,14200000,-0.9524705633802817,Drama,2005,139,6.916
High Anxiety,31063038,4015000,6.736746699875467,Comedy,1977,94,6.4
The Perfect Guy,60273173,12000000,4.022764416666667,Thriller,2015,100,5.676
Black Water,1271556,700000,0.8165085714285715,Adventure,2007,90,5.841
Devdas,13311117,6663555,0.9975999297672189,Drama,2002,185,7.537
UHF,6157157,5000000,0.2314314,Comedy,1989,97,6.678
Renegades,2602149,66190000,-0.9606866747242786,Thriller,2017,105,5.608
Monkeybone,5409517,75000000,-0.9278731066666667,Adventure,2001,93,5.091
Lean on Pete,2455027,8000000,-0.693121625,Drama,2018,121,6.926
Akeelah and the Bee,18948425,8000000,1.368553125,Drama,2006,112,7.01
Dr. T & the Women,22844291,23000000,-0.006769956521739131,Comedy,2000,121,4.856
Robinson Crusoe,40075446,13500000,1.9685515555555555,Animation,2016,90,5.818
D.A.R.Y.L.,7840873,10000000,-0.2159127,Family,1985,100,6.324
Petite Maman,1024575,3100000,-0.669491935483871,Drama,2021,72,7.196
The Alamo,25819961,107000000,-0.758691953271028,History,2004,137,5.757
The Postman Always Rings Twice,5086000,1683000,2.021984551396316,Crime,1946,113,7.025
The World According to Garp,29712172,17000000,0.7477748235294117,Drama,1982,136,6.675
Flash Point,6177725,8000000,-0.227784375,Action,2007,88,6.9
Ratter,110834,500000,-0.778332,Drama,2015,80,5.161
Muppets from Space,22300000,24000000,-0.07083333333333333,Family,1999,87,6.07
The House at the End of Time,4588899,300000,14.29633,Horror,2013,101,6.811
The Million Dollar Hotel,105983,8000000,-0.986752125,Drama,2000,122,5.867
Dark Passage,3430000,1678000,1.0441001191895114,Romance,1947,106,7.3
The Summit of the Gods,1756552,9850000,-0.821669847715736,Animation,2021,95,7.881
She's Gotta Have It,7137503,175000,39.78573142857143,Comedy,1986,84,6.609
Double Dragon,2341309,3500000,-0.3310545714285714,Action,1994,89,4.439
White God,282358,2200000,-0.8716554545454546,Drama,2014,121,6.633
Ninja,194243,10000000,-0.9805757,Action,2009,83,5.9
Tess,20101247,12000000,0.6751039166666667,Drama,1979,171,7.0
Reds,40382659,35000000,0.15379025714285716,Drama,1981,195,6.861
The Age of Shadows,53165427,9620000,4.526551663201663,Action,2016,140,7.252
Any Which Way You Can,70687344,15000000,3.7124896,Action,1980,115,5.776
Certain Women,1215691,2000000,-0.3921545,Drama,2016,107,5.962
Tsotsi,9879971,3000000,2.2933236666666668,Crime,2005,94,6.933
Major League II,30626182,25000000,0.22504728,Comedy,1994,105,5.717
A Mighty Heart,18928871,16000000,0.1830544375,Drama,2007,100,6.39
Extreme Measures,17380126,38000000,-0.5426282631578947,Drama,1996,118,5.957
Edison,4165675,25000000,-0.833373,Drama,2005,99,5.311
Balkan Line,4944386,3500000,0.41268171428571426,Drama,2019,130,7.662
Flipper,20080020,25530000,-0.21347356051703878,Adventure,1996,95,5.51
Chennai Express,62000000,18000000,2.4444444444444446,Romance,2013,141,6.5
Barfi!,2804874,4437508,-0.3679168578400309,Drama,2012,151,7.503
The Caine Mutiny,21750000,2000000,9.875,Drama,1954,124,7.167
Meet Bill,346592,5000000,-0.9306816,Comedy,2007,97,6.103
The Ref,11439193,11000000,0.039926636363636366,Comedy,1994,97,6.529
Aline,11131254,25900000,-0.5702218532818533,Music,2020,126,6.803
Earthquake,79666653,7000000,10.38095042857143,Action,1974,123,6.106
Louder Than Bombs,1428004,11000000,-0.8701814545454546,Drama,2015,105,6.479
Fritz the Cat,25000000,850000,28.41176470588235,Animation,1972,78,6.149
Six Degrees of Separation,6284090,15000000,-0.5810606666666667,Mystery,1993,112,6.333
A Whole Life Ahead,5788176,6150000,-0.05883317073170732,Comedy,2008,117,6.58
Things to Come,282382,2100000,-0.8655323809523809,Drama,2016,102,6.564
The Spacewalker,9868942,7075038,0.3948959708767642,Adventure,2017,140,7.076
Gigi,13200000,3319355,2.9766761916095144,Comedy,1958,116,6.237
12,7537453,4000000,0.88436325,Crime,2007,159,6.941
Mary Reilly,12379402,47000000,-0.7366084680851064,Drama,1996,104,5.784
Silver Streak,51079064,6500000,6.858317538461538,Comedy,1976,114,6.704
Silkwood,35600000,10000000,2.56,Drama,1983,131,6.946
Luther,29413900,30000000,-0.019536666666666667,Drama,2003,123,6.406
Chak De! India,40000000,6300000,5.349206349206349,Drama,2007,148,7.205
Serving Sara,16930185,29000000,-0.4162005172413793,Comedy,2002,100,5.306
Suspect Zero,13000000,27000000,-0.5185185185185185,Crime,2004,99,5.544
Night of the Demons,3109904,1200000,1.5915866666666667,Horror,1988,90,6.234
The Salton Sea,676698,18000000,-0.9624056666666667,Crime,2002,103,6.58
Kiss of Death,14942422,40000000,-0.62643945,Crime,1995,101,5.589
Red Rock West,2500000,8000000,-0.6875,Crime,1993,98,6.64
Clockers,13071518,25000000,-0.47713928,Mystery,1995,128,6.78
The Fabulous Baker Boys,18428904,13000000,0.417608,Comedy,1989,114,6.581
Guarding Tess,27058304,20000000,0.3529152,Comedy,1994,96,5.954
Eye for an Eye,2407571,3328289,-0.27663403027801975,Drama,2019,107,6.674
Gemma Bovery,154701,9700000,-0.9840514432989691,Romance,2014,99,6.086
The Bachelor,36911617,51000000,-0.27624280392156864,Comedy,1999,101,5.175
The Year of Living Dangerously,1317657,6000000,-0.7803905,Romance,1982,115,6.677
Ooops! Noah Is Gone...,769028,6000000,-0.8718286666666667,Animation,2015,85,6.337
House of Wax,23800000,658000,35.170212765957444,Horror,1953,88,6.923
The Pit and the Pendulum,2000000,200000,9.0,Horror,1961,81,6.8
The Story of Us,58900031,50000000,0.17800062,Comedy,1999,96,6.049
The Isle,24963,50000,-0.50074,Drama,2000,90,7.007
"To Sir, with Love",42432803,625000,66.8924848,Drama,1967,105,7.491
The Slumber Party Massacre,3600000,220000,15.363636363636363,Horror,1982,77,5.595
The Object of My Affection,46905889,15000000,2.1270592666666666,Comedy,1998,111,5.803
Phantom,1034589,10000000,-0.8965411,Thriller,2013,99,5.824
Willard,8564586,22000000,-0.6107006363636364,Horror,2003,100,6.072
Ju-on: The Grudge 2,70700000,20000000,2.535,Horror,2003,92,6.323
Tommy,34251525,5000000,5.850305,Music,1975,111,6.408
Bunraku,129706,25000000,-0.99481176,Thriller,2010,118,5.853
5 Flights Up,1020921,6000000,-0.8298465,Drama,2014,92,5.973
The Mirror Has Two Faces,41083864,42000000,-0.021812761904761904,Comedy,1996,126,6.677
The Wizard,14278900,6000000,1.3798166666666667,Adventure,1989,100,5.993
The Good German,5914908,32000000,-0.815159125,Drama,2006,108,5.724
What's Love Got to Do with It,39100000,15000000,1.6066666666666667,Drama,1993,118,7.064
Frozen River,5457664,1000000,4.457664,Drama,2008,97,6.64
Avalon,8826094,8000000,0.10326175,Action,2001,107,6.582
From the Land of the Moon,47748,10300000,-0.9953642718446601,Drama,2016,120,6.544
The Great Race,25333333,12000000,1.1111110833333333,Comedy,1965,160,7.151
Tesla,459051,5000000,-0.9081898,History,2020,102,5.89
Ondine,1790061,12000000,-0.85082825,Drama,2009,111,6.279
Swades,4800000,2900000,0.6551724137931034,Drama,2004,189,7.253
A Good Doctor,6294941,6837995,-0.07941713908828538,Comedy,2019,90,6.566
Freejack,17129026,30000000,-0.42903246666666667,Science Fiction,1992,110,5.347
Danger Close: The Battle of Long Tan,2078370,23934823,-0.9131654326418039,War,2019,119,6.863
Swiss Family Robinson,40356000,5000000,7.0712,Adventure,1960,126,6.897
A Touch of Sin,154120,4000000,-0.96147,Drama,2013,131,7.259
The Company of Wolves,4389334,2000000,1.194667,Horror,1984,95,6.293
Clockstoppers,38793283,26000000,0.49204934615384616,Adventure,2002,94,5.25
Unaccompanied Minors,21949234,26000000,-0.1557986923076923,Comedy,2006,90,6.0
Leprechaun 2,2260622,2000000,0.130311,Comedy,1994,85,5.45
Dark Blue,12150301,15000000,-0.18997993333333332,Crime,2002,118,6.183
Love in the Afternoon,2000000,2100000,-0.047619047619047616,Comedy,1957,130,7.007
Benji,585333,6000000,-0.9024445,Crime,2018,87,6.95
Orlando,5377643,4000000,0.34441075,Drama,1992,90,6.91
Post Grad,6414729,15000000,-0.5723514,Comedy,2009,89,4.991
Shorts,28972508,40000000,-0.2756873,Family,2009,89,5.839
Primary Colors,52100000,65000000,-0.19846153846153847,Drama,1998,143,6.253
Catch That Kid,16951702,18000000,-0.05823877777777778,Family,2004,92,5.594
Porky's II: The Next Day,33759266,6500000,4.193733230769231,Comedy,1983,98,5.695
Incredible But True,2329813,4340000,-0.46317672811059907,Comedy,2022,74,5.991
Wendy and Lucy,1192655,200000,4.963275,Drama,2008,81,6.839
"For a Good Time, Call...",1243961,850000,0.4634835294117647,Comedy,2012,85,5.878
Swimming with Sharks,382928,700000,-0.45296,Crime,1994,93,6.617
Pollock,10994533,6000000,0.8324221666666667,Drama,2000,122,6.651
Grand Hotel,2594000,700000,2.7057142857142855,Drama,1932,112,6.948
Apartment 1303 3D,3377891,5000000,-0.3244218,Horror,2012,101,3.668
The Baytown Outlaws,37470,4000000,-0.9906325,Action,2012,98,6.005
Justin and the Knights of Valour,19799759,22000000,-0.10001095454545454,Animation,2013,90,5.933
Beyond a Reasonable Doubt,4388563,25000000,-0.82445748,Thriller,2009,105,5.69
Futureworld,4200000,2500000,0.68,Action,1976,108,5.917
Bird,2000000,9000000,-0.7777777777777778,Drama,1988,161,6.8
Hacker,11239,2000000,-0.9943805,Crime,2016,95,6.269
Baby Boy,29381649,16000000,0.8363530625,Crime,2001,130,7.147
Solitary Man,5024782,15000000,-0.6650145333333334,Comedy,2009,90,5.871
The Grand Seduction,3430018,12700000,-0.729919842519685,Comedy,2014,112,6.654
Extraordinary Measures,15134293,31000000,-0.511797,Drama,2010,105,6.215
Dilwale,61000000,26000000,1.3461538461538463,Crime,2015,158,6.615
Rugrats Go Wild,55443032,25000000,1.21772128,Animation,2003,84,6.196
The Best Is Yet to Come,7201952,13000000,-0.4460036923076923,Comedy,2019,117,6.813
The Vikings,20311,5000000,-0.9959378,Action,1958,115,7.1
Moms' Night Out,10429707,5000000,1.0859414,Comedy,2014,98,5.613
Son of God,67800064,22000000,2.081821090909091,Drama,2014,138,6.871
Stage Fright,1900000,1450000,0.3103448275862069,Thriller,1950,110,6.7
Hoop Dreams,7830611,700000,10.186587142857142,Documentary,1994,174,7.631
Harlem Nights,60864870,30000000,1.028829,Comedy,1989,116,6.089
American Dreamz,7314027,17000000,-0.5697631176470588,Comedy,2006,107,5.005
Blood and Chocolate,6340723,15000000,-0.5772851333333333,Drama,2007,98,5.427
Forbidden Empire,34592118,26000000,0.33046607692307695,Thriller,2014,128,5.883
The French Minister,5586646,5112027,0.09284360196063127,Comedy,2013,113,6.062
Rudderless,58293,5000000,-0.9883414,Music,2014,105,7.222
The Twilight Samurai,7338987,5000000,0.4677974,Drama,2002,129,7.738
Dahmer,144008,250000,-0.423968,Crime,2002,101,5.266
Martian Child,9411042,27000000,-0.6514428888888889,Comedy,2007,106,6.661
A Wednesday!,3500000,1400000,1.5,Drama,2008,103,6.932
A Movie of Eggs,7978917,634793,11.5693210227586,Animation,2006,90,7.742
Roger & Me,6706368,160000,40.9148,Documentary,1989,91,7.128
The Train,6800000,5800000,0.1724137931034483,War,1964,133,7.507
Let's Go to Prison,4630045,4000000,0.15751125,Comedy,2006,84,5.707
The Girlfriend Experience,1007962,1700000,-0.4070811764705882,Drama,2009,77,4.996
My Way,29193330,27563396,0.05913400511315804,Drama,2012,148,6.45
What's the Worst That Could Happen?,38400000,60000000,-0.36,Action,2001,94,5.399
Veronica Guerin,9439660,17000000,-0.4447258823529412,Drama,2003,98,6.619
Term Life,21256,16500000,-0.9987117575757576,Thriller,2016,93,5.982
My Favorite Martian,36850101,65000000,-0.4330753692307692,Comedy,1999,94,5.585
King Ralph,52487045,23000000,1.2820454347826087,Comedy,1991,97,5.375
Catch-22,24911670,18000000,0.38398166666666667,War,1970,121,6.745
The Miracle Worker,2500000,500000,4.0,Drama,1962,106,7.847
Made in Dagenham,12629471,7200000,0.7540931944444444,Comedy,2010,113,6.676
Birth of the Dragon,7125027,31000000,-0.7701604193548387,Action,2017,103,5.7
Killing Me Softly,7775138,25000000,-0.68899448,Thriller,2002,100,5.452
Split Second,5430822,7000000,-0.2241682857142857,Action,1992,90,5.908
The Edge of Heaven,17804565,3800000,3.685411842105263,Drama,2007,122,7.181
Rock Dog,9420546,60000000,-0.8429909,Adventure,2016,90,6.185
Adam's Rib,9470000,1728000,4.480324074074074,Comedy,1949,100,7.119
Dear Evan Hansen,19200000,27500000,-0.3018181818181818,Drama,2021,137,6.343
Thunderbirds,28283637,57000000,-0.5037958421052632,Action,2004,95,4.93
Kickboxer: Retaliation,4537,13000000,-0.999651,Action,2018,110,5.4
Alien Nation,32155047,16000000,1.0096904375,Science Fiction,1988,91,6.039
Kahaani,16000000,1200000,12.333333333333334,Mystery,2012,122,7.132
Godzilla: Final Wars,12000000,19500000,-0.38461538461538464,Action,2004,125,6.97
The Powerpuff Girls Movie,16426471,11000000,0.4933155454545455,Animation,2002,74,6.684
Top Hat,3202000,609000,4.257799671592775,Comedy,1935,101,7.301
All the King's Men,9450897,55000000,-0.8281655090909091,Drama,2006,125,5.738
Nobody's Fool,29152618,19000000,0.5343483157894737,Comedy,2018,110,6.2
Baskin,318155,350000,-0.09098571428571428,Horror,2015,97,5.784
Empire of the Wolves,11875866,24000000,-0.50517225,Action,2005,128,5.735
Hud,10000000,2500000,3.0,Western,1963,112,7.271
Assassination of a High School President,69564,11500000,-0.9939509565217391,Comedy,2008,93,5.759
The Hollars,1016985,3800000,-0.7323723684210526,Comedy,2016,88,6.306
Renaissance Man,24332324,40000000,-0.3916919,Comedy,1994,128,6.112
We Die Young,143837,4000000,-0.96404075,Drama,2019,93,6.8
Virgin Territory,5410749,38000000,-0.8576118684210526,Adventure,2007,93,4.5
The Big White,541840,14000000,-0.9612971428571429,Comedy,2005,100,6.24
Margaret,46495,14000000,-0.9966789285714286,Drama,2011,150,6.331
Meet the Blacks,9097072,900000,9.107857777777777,Comedy,2016,90,4.764
Angela's Ashes,13042112,50000000,-0.73915776,Drama,1999,145,7.204
Iron Eagle,24159872,18000000,0.34221511111111114,Action,1986,117,5.438
DeepStar Six,8143225,8000000,0.017903125,Action,1989,105,5.442
Before the Fall,3764219,4500000,-0.1635068888888889,Drama,2004,117,7.039
Emergency Declaration,19200000,18052672,0.06355446994217809,Action,2022,140,7.62
The Legend of the Christmas Witch,8769486,8772289,-0.0003195289165689822,Family,2018,98,5.245
The Deaths of Ian Stone,10000,10000,0.0,Horror,2007,87,5.476
The Distinguished Gentleman,83000000,50000000,0.66,Comedy,1992,112,6.1
100 Feet,1415804,10000000,-0.8584196,Horror,2008,105,5.515
A Star Is Born,4335968,5019770,-0.13622177908549596,Drama,1954,176,7.105
Exotica,4221036,2000000,1.110518,Drama,1994,104,6.615
The Quiet American,27674124,30000000,-0.0775292,Romance,2002,101,6.492
Mutiny on the Bounty,13680000,19000000,-0.28,Adventure,1962,185,6.983
Living,6999027,10000000,-0.3000973,Drama,2022,102,7.0
3 Ninjas Kick Back,11798854,20000000,-0.4100573,Family,1994,93,5.534
About Cherry,8315,2500000,-0.996674,Drama,2012,102,4.542
2 Days in New York,1653792,8000000,-0.793276,Comedy,2012,91,5.6
W.E.,868439,15000000,-0.9421040666666667,Drama,2011,119,6.462
Gettysburg,12700000,25000000,-0.492,Drama,1993,254,6.862
The Big Bad Fox and Other Tales,19030780,3000000,5.343593333333334,Family,2017,83,7.675
The Monkey King: Reborn,13000000,20000000,-0.35,Animation,2021,95,7.136
The Disappearance of Eleanor Rigby: Them,1448076,3000000,-0.517308,Drama,2014,119,6.1
Katy Perry: Part of Me,32726956,12000000,1.7272463333333334,Documentary,2012,93,7.1
The Brady Bunch Movie,46576136,12000000,2.8813446666666667,Family,1995,89,6.091
House of Usher,1450000,270000,4.37037037037037,Horror,1960,79,6.593
Superstar,30636478,14000000,1.188319857142857,Comedy,1999,82,5.3
Flicka,21000000,15000000,0.4,Family,2006,95,6.837
The Big Red One,7206220,4500000,0.6013822222222223,Drama,1980,113,6.727
The Head Hunter,44652,30000,0.4884,Horror,2019,72,5.313
The Fanatic,3153,18000000,-0.9998248333333334,Crime,2019,89,4.481
Dead Presidents,24147179,10000000,1.4147179,Action,1995,119,6.663
The Kid,1561698,8000000,-0.80478775,Western,2019,100,5.85
Silent Movie,36145695,4400000,7.214930681818182,Comedy,1976,87,6.515
The Bad News Bears,42349782,9000000,3.7055313333333335,Family,1976,102,6.932
Big Trouble,8493890,40000000,-0.78765275,Action,2002,85,6.158
Just One of the Guys,11528900,11500000,0.0025130434782608697,Comedy,1985,100,6.5
Body of Evidence,38000000,30000000,0.26666666666666666,Drama,1993,101,4.954
Unlawful Entry,57138719,23000000,1.4842921304347827,Crime,1992,117,6.144
The Great Muppet Caper,31200000,14000000,1.2285714285714286,Family,1981,95,6.8
The Signal,249905,50000,3.9981,Horror,2008,103,5.867
Iron Monkey,14681661,11000000,0.33469645454545455,Action,1993,90,7.422
Captain Ron,22518097,24000000,-0.06174595833333334,Adventure,1992,100,5.573
Jungle Fever,32482682,14000000,1.3201915714285715,Drama,1991,132,6.395
The Master of Disguise,43411001,16000000,1.7131875625,Comedy,2002,80,4.002
The Trials of Cate McCall,249601,7000000,-0.9643427142857143,Drama,2013,89,6.337
Fair Game,11534477,50000000,-0.76931046,Action,1995,91,4.985
Megalodon,5303,130178,-0.9592634700179754,Action,2018,90,5.665
Slacker,1228108,23000,52.396,Comedy,1991,97,6.7
The Awful Truth,3000000,600000,4.0,Comedy,1937,91,7.292
Fletch Lives,35150960,8045760,3.3688800063636,Comedy,1989,95,5.979
Force 10 from Navarone,7230000,5000000,0.446,Drama,1978,114,6.237
Fathers' Day,35598376,85000000,-0.5811955764705883,Comedy,1997,99,5.442
Weekend at Bernie's II,12741891,7000000,0.8202701428571428,Comedy,1993,97,5.035
Metallica: Through the Never,7972967,18000000,-0.5570573888888889,Music,2013,93,6.846
Private Valentine: Blonde & Dangerous,103971,30000000,-0.9965343,Comedy,2008,100,6.39
Monkey Shines,5344577,7000000,-0.236489,Thriller,1988,113,6.148
Basquiat,3011195,2962051,0.01659120656599093,Drama,1996,108,6.618
Once Bitten,10000000,3200000,2.125,Comedy,1985,94,5.801
Frankenhooker,205068,2500000,-0.9179728,Comedy,1990,85,6.141
Diabolique,52400000,45000000,0.16444444444444445,Mystery,1996,107,5.5
Get Low,10522511,700000,14.032158571428571,Drama,2010,103,6.718
The Russia House,22997992,21800000,0.05495376146788991,Drama,1990,118,6.099
Fur: An Imaginary Portrait of Diane Arbus,2312717,16800000,-0.8623382738095238,Drama,2006,122,6.079
Retribution,12905464,20000000,-0.3547268,Action,2023,91,6.816
The Curse of Frankenstein,8000000,270000,28.62962962962963,Horror,1957,83,6.775
Bud Abbott and Lou Costello Meet Frankenstein,4812444,800000,5.015555,Comedy,1948,83,7.095
Head of State,37788228,35200000,0.07352920454545454,Comedy,2003,95,5.525
Love Is All You Need,16722143,5500000,2.0403896363636362,Comedy,2012,116,6.008
A Passage to India,27201487,8000000,2.400185875,Drama,1984,163,6.808
Airport '77,30000000,6000000,4.0,Action,1977,114,5.583
Hush,13583690,21000000,-0.35315761904761905,Drama,1998,95,5.655
Igby Goes Down,4777465,9000000,-0.46917055555555554,Comedy,2002,97,6.578
Wild Orchid,11060485,7000000,0.5800692857142857,Romance,1989,105,5.2
Everyone's Hero,16627188,35000000,-0.5249374857142857,Adventure,2006,87,5.862
